Species,Area,Units,Country,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
LIN,27.6,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.7,TLW,NL,0.9,0,0,0,1,0,1,0,0,0
LIN,27,TLW,NL,2,4,4,1,2,2,2,0,0,0
LIN,27.2.a,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.2.a_NK,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.2.b,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.2.b_NK,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.3.a,TLW,NL,0.1,0,0,0,0,0,0,0,0,0
LIN,27.4.a,TLW,NL,0,0,0,0,0,1,1,0,0,0
LIN,27.4.b,TLW,NL,0.9,3,4,1,1,1,0,0,0,0
LIN,27.4.c,TLW,NL,0.1,0,0,0,0,0,0,0,0,0
LIN,27.4_NK,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.a,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.a_NK,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b.1,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b.1_NK,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b.2,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.6.a,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.7.a,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.7.d,TLW,NL,0.2,0,0,0,0,0,0,0,0,0
LIN,27.7.e,TLW,NL,0.7,0,0,0,1,0,1,0,0,0
LIN,27_NK,TLW,NL,0,0,0,0,0,0,0,0,0,0
LIN,27.1,TLW,NO,92.82,121.19,126,158,129,57,236,56,96,58
LIN,27.12,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.14,TLW,NO,10.92,2.6,2,0,1,0,0,0,5,0
LIN,27.2,TLW,NO,8313.57,9340.38,8753,8601,9927,10446,8126,11203,10146,8749
LIN,27.3,TLW,NO,49.97,53.67,62,61,57,64,62,88,68,62
LIN,27.4,TLW,NO,5416.91,5072.94,4345,4650,3874,3970,4670,4813,4156,4459
LIN,27.5,TLW,NO,1545.13,855.65,294,393,249,846,788,1036,1565,1185
LIN,27.6,TLW,NO,2165.77,1440.6,1960,1630,1640,3030,2833,2286,2515,2169
LIN,27.7,TLW,NO,0,0,0,230,0,0,0,0,27,147
LIN,27.8,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27,TLW,NO,17595.09,16887.03,15543,15724,15877,18413,16715,19481,18578,16829
LIN,27.1.a,TLW,NO,0,5.85,41,1,0,0,0,0,0,0
LIN,27.1.b,TLW,NO,92.82,115.34,85,157,129,57,236,0,0,0
LIN,27.1_NK,TLW,NO,0,0,0,0,0,0,0,56,96,58
LIN,27.12_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.14.a,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.14.b,TLW,NO,10.92,2.6,2,0,1,0,0,0,5,0
LIN,27.14.b.2,TLW,NO,10.92,2.6,2,0,1,0,0,0,0,0
LIN,27.14.b_NK,TLW,NO,0,0,0,0,0,0,0,0,5,0
LIN,27.14_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.2.a,TLW,NO,8218.63,9244.62,8677,8335,9763,10318,8042,11041,9966,8685
LIN,27.2.a.2,TLW,NO,8218.63,9244.62,8677,8335,9763,10318,8042,0,0,0
LIN,27.2.a_NK,TLW,NO,0,0,0,0,0,0,0,11041,9966,8685
LIN,27.2.b,TLW,NO,94.94,95.76,76,266,164,128,84,162,180,64
LIN,27.2.b.2,TLW,NO,94.94,95.76,76,266,164,128,84,0,0,0
LIN,27.2.b_NK,TLW,NO,0,0,0,0,0,0,0,162,180,64
LIN,27.3.a,TLW,NO,49.97,53.67,62,61,57,64,62,88,68,62
LIN,27.4.a,TLW,NO,5362.53,5038.35,4273,4568,3790,3914,4612,4725,4108,4443
LIN,27.4.b,TLW,NO,54.34,33.18,71,82,85,56,58,87,48,16
LIN,27.4.c,TLW,NO,0.04,1.41,0,0,0,0,0,0,0,0
LIN,27.4_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.5.a,TLW,NO,215.96,158.03,294,248,249,168,172,176,185,158
LIN,27.5.a.2,TLW,NO,215.96,158.03,294,248,249,168,172,0,0,0
LIN,27.5.a_NK,TLW,NO,0,0,0,0,0,0,0,176,185,158
LIN,27.5.b,TLW,NO,1329.17,697.62,0,145,0,678,616,860,1380,1027
LIN,27.5.b.1,TLW,NO,992.52,308.22,0,145,0,442,418,741,1071,850
LIN,27.5.b.1.b,TLW,NO,992.52,308.22,0,145,0,442,418,0,0,0
LIN,27.5.b.1_NK,TLW,NO,0,0,0,0,0,0,0,741,1071,850
LIN,27.5.b.2,TLW,NO,336.65,389.4,0,0,0,236,198,120,309,177
LIN,27.5.b_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.6.a,TLW,NO,1213.81,1005.52,1429,542,683,989,827,1265,1544,998
LIN,27.6.b,TLW,NO,951.96,435.08,532,1089,957,2042,2006,1021,971,1171
LIN,27.6.b.1,TLW,NO,124.28,79.17,34,12,118,560,566,0,0,0
LIN,27.6.b.2,TLW,NO,827.68,355.91,498,1077,839,1482,1440,0,0,0
LIN,27.6.b_NK,TLW,NO,0,0,0,0,0,0,0,1021,971,1171
LIN,27.7.bc_NK,TLW,NO,0,0,0,0,0,0,0,0,27,147
LIN,27.7.c,TLW,NO,0,0,0,230,0,0,0,0,0,0
LIN,27.7.c.2,TLW,NO,0,0,0,230,0,0,0,0,0,0
LIN,27.8_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0
LIN,27.14,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.4,TLW,PL,0,0,0,0,1,0,0,0,0,0
LIN,27.5,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.6,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27,TLW,PL,2.86,0,0,0,1,0,0,0,0,0
LIN,27.14_NK,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.2,TLW,PL,2.86,0,0,0,0,0,0,0,0,0
LIN,27.2.a,TLW,PL,2.86,0,0,0,0,0,0,0,0,0
LIN,27.2.a.2,TLW,PL,2.86,0,0,0,0,0,0,0,0,0
LIN,27.4.a,TLW,PL,0,0,0,0,1,0,0,0,0,0
LIN,27.4.b,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b.1,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b.1_NK,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b_NK,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.6.a,TLW,PL,0,0,0,0,0,0,0,0,0,0
LIN,27.2,TLW,PT,0,0,0,0,0,0,0,0,1,0
LIN,27.5,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.6,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.9,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27,TLW,PT,0,0,0,0,0,0,0,0,1,0
LIN,27.1,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.2.a,TLW,PT,0,0,0,0,0,0,0,0,1,0
LIN,27.2.a_NK,TLW,PT,0,0,0,0,0,0,0,0,1,0
LIN,27.5.b,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.5.b_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.6.b,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.6.b_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.6_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.9.a,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LIN,27.12,TLW,RU,0,0,0,0,0,0,0,0,0,0
LIN,27.14,TLW,RU,0,0,0,0,0,0,0,1,0,0
LIN,27.2,TLW,RU,115,73,114,45,19,0,17,29,55,11
LIN,27.5,TLW,RU,6,13,0,0,0,0,0,11,0,0
LIN,27.6,TLW,RU,3,2,1,0,0,0,35,214,50,6
LIN,27,TLW,RU,124,88,115,45,19,0,52,255,105,17
LIN,27.14.a,TLW,RU,0,0,0,0,0,0,0,1,0,0
LIN,27.2.a,TLW,RU,115,73,114,45,19,0,17,29,55,11
LIN,27.2.a_NK,TLW,RU,115,73,114,45,19,0,17,29,55,11
LIN,27.5.b,TLW,RU,6,13,0,0,0,0,0,11,0,0
LIN,27.5.b.1,TLW,RU,0,0,0,0,0,0,0,11,0,0
LIN,27.5.b.1_NK,TLW,RU,0,0,0,0,0,0,0,11,0,0
LIN,27.5.b_NK,TLW,RU,6,13,0,0,0,0,0,0,0,0
LIN,27.6.b,TLW,RU,3,2,1,0,0,0,35,214,50,6
LIN,27.6.b_NK,TLW,RU,3,2,1,0,0,0,35,214,50,6
LIN,27.2,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.3,TLW,SE,16.08,15,12,18,18,20,21,24,27,29
LIN,27.4,TLW,SE,11.96,10,10,17,16,17,21,21,9,11
LIN,27.5,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.6,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27,TLW,SE,28.05,24,22,34,34,37,42,44,36,40
LIN,27.2.a,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.2.a_NK,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.3.a,TLW,SE,15.76,14,11,18,18,20,21,24,27,29
LIN,27.3.b.23,TLW,SE,0.32,0,0,0,0,0,0,0,0,0
LIN,27.3.d,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.3.d_NK,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.4.a,TLW,SE,5.76,3,5,6,9,4,8,14,3,3
LIN,27.4.b,TLW,SE,6.2,6,5,10,8,13,13,6,6,8
LIN,27.4_NK,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.5.a,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.5.a_NK,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.6.a,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27.6_NK,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIN,27_NK,TLW,SE,0,0,0,0,0,0,0,0,0,0
LIO,27.8,TLW,ES,36.54,34,30,0,0,0,0,0,0,0
LIO,27.9,TLW,ES,75,67,68,0,0,0,0,0,0,0
LIO,27,TLW,ES,111.54,102,98,0,0,0,0,0,0,0
LIO,27.8.c,TLW,ES,36.54,34,30,0,0,0,0,0,0,0
LIO,27.9.a,TLW,ES,75,67,68,0,0,0,0,0,0,0
LIO,27.4,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.5,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.6,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.7,TLW,FR,53.3,97,100,103,182,98,108,182,186,159
LIO,27.8,TLW,FR,53.6,76,64,60,95,110,89,63,88,55
LIO,27,TLW,FR,106.9,173,165,165,279,209,197,244,273,214
LIO,27.1,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.10.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.10.a_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.4.c,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.5.b,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.5.b.1,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.5.b.1_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.6.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.6.b,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.6.b_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.7.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.7.d,TLW,FR,32.77,51,51,60,74,60,39,126,126,124
LIO,27.7.e,TLW,FR,20.4,45,48,42,106,38,68,55,59,35
LIO,27.7.f,TLW,FR,0,1,0,0,0,0,0,0,0,0
LIO,27.7.g,TLW,FR,0,0,0,0,0,0,1,0,0,0
LIO,27.7.h,TLW,FR,0.13,0,1,0,1,0,1,0,0,0
LIO,27.7.j,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.7.j_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.7_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.8.a,TLW,FR,51.36,72,55,49,84,96,82,60,80,51
LIO,27.8.b,TLW,FR,2.23,4,7,6,8,7,6,3,8,4
LIO,27.8.c,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27.8.d,TLW,FR,0.01,0,3,4,3,7,1,0,0,0
LIO,27.8.d_NK,TLW,FR,0.01,0,3,4,3,7,1,0,0,0
LIO,27.8_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LIO,27_NK,TLW,FR,0,0,0,2,2,2,0,0,0,0
LIO,27.2,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.4,TLW,GB,877.95,1027,1043,1292,1533,1577,1869,1999,0,0
LIO,27.5,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.6,TLW,GB,656,701,601,858,817,1020,1046,1014,0,0
LIO,27.7,TLW,GB,201.75,157,154,211,232,215,266,284,0,0
LIO,27,TLW,GB,1735.7,1885,1797,2361,2582,2811,3180,3297,0,0
LIO,27.2.a,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.2.a.2,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.4.a,TLW,GB,686.9,788,791,913,1106,1317,1465,1361,0,0
LIO,27.4.b,TLW,GB,190.7,239,251,374,406,247,374,568,0,0
LIO,27.4.c,TLW,GB,0.35,1,1,5,21,13,29,70,0,0
LIO,27.5.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.5.b.1,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.5.b.1.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.6.a,TLW,GB,656,701,601,858,817,1020,1046,1014,0,0
LIO,27.7.a,TLW,GB,188.02,137,133,181,180,175,222,234,0,0
LIO,27.7.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
LIO,27.7.d,TLW,GB,0.72,1,2,3,5,3,7,9,0,0
LIO,27.7.e,TLW,GB,7.16,9,5,11,30,15,13,16,0,0
LIO,27.7.f,TLW,GB,0.95,4,4,4,4,5,6,6,0,0
LIO,27.7.g,TLW,GB,4.89,5,10,13,14,16,18,19,0,0
LIO,27.1,TLW,IE,0,0,0,0,0,0,0,2,0,0
LIO,27.3,TLW,IE,0,0,0,1,0,0,0,0,0,0
LIO,27.4,TLW,IE,0,0,0,0,0,0,0,0,0,0
LIO,27.6,TLW,IE,3.38,4,1,1,35,39,25,24,24,90
LIO,27.7,TLW,IE,403.57,279,365,167,149,303,168,241,103,190
LIO,27.8,TLW,IE,0,0,0,0,5,0,0,0,0,0
LIO,27,TLW,IE,406.95,283,366,169,188,342,193,267,127,280
LIO,27.1_NK,TLW,IE,0,0,0,0,0,0,0,2,0,0
LIO,27.3.a,TLW,IE,0,0,0,1,0,0,0,0,0,0
LIO,27.4.b,TLW,IE,0,0,0,0,0,0,0,0,0,0
LIO,27.6.a,TLW,IE,3.38,4,1,1,35,39,25,24,24,90
LIO,27.7.a,TLW,IE,24.76,127,251,137,128,175,43,164,43,50
LIO,27.7.b,TLW,IE,1.41,90,2,4,2,92,79,42,0,93
LIO,27.7.c,TLW,IE,0,0,0,0,0,0,0,0,0,1
LIO,27.7.c_NK,TLW,IE,0,0,0,0,0,0,0,0,0,1
LIO,27.7.g,TLW,IE,28.21,18,65,12,7,4,0,1,0,0
LIO,27.7.j,TLW,IE,349.18,45,47,14,12,33,47,34,60,47
LIO,27.7.j.2,TLW,IE,349.18,13,6,4,0,0,0,0,0,0
LIO,27.7.j_NK,TLW,IE,0,32,41,10,12,33,47,34,60,47
LIO,27.8.a,TLW,IE,0,0,0,0,5,0,0,0,0,0
LIO,27.7,TLW,JE,0.24,0.297,0.319,0.203,0.251,0.646,0,0,0,0
LIO,27,TLW,JE,0.24,0.297,0.319,0.203,0.251,0.646,0,0,0,0
LIO,27.7.e,TLW,JE,0.24,0.297,0.319,0.203,0.251,0.646,0,0,0,0
LIO,27.9,TLW,PT,22.71,24,20,21,28,30,31,30,44,43
LIO,27,TLW,PT,22.71,24,20,21,28,30,31,30,44,43
LIO,27.9.a,TLW,PT,22.71,24,20,21,28,30,31,30,44,0
LIO,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,43
LIT,27.8,TLW,ES,0,0,0,0,0,0,0,0,0,0
LIT,27.9,TLW,ES,0,0,0,0,0,0,0,0,0,0
LIT,27,TLW,ES,0,0,0,0,0,0,0,0,0,0
LIT,27.8_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LIT,27.9_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LKW,27,TLW,PT,0.01,0,0,0,0,0,0,0,0,0
LKW,27.1,TLW,PT,0.01,0,0,0,0,0,0,0,0,0
LKW,27.10.a,TLW,PT,0.01,0,0,0,0,0,0,0,0,0
LKW,27.10.a.2,TLW,PT,0.01,0,0,0,0,0,0,0,0,0
LMA,27.9,TLW,PT,0,0,0,0,0,0,0,0,0,0
LMA,27,TLW,PT,0,0,0,0,0,0,0,0,0,0
LMA,27.9.a,TLW,PT,0,0,0,0,0,0,0,0,0,0
LMG,27.14,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMG,27,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMG,27.14.b,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMG,27.14.b_NK,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMZ,27.7,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMZ,27,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMZ,27.7.h,TLW,IE,0,0,0,0,0,0,0,0,0,0
LMZ,27.9,TLW,PT,0,0,0,0,0,0,0,0,0,0
LMZ,27,TLW,PT,0,0,0,0,0,0,0,0,0,0
LMZ,27.9.a,TLW,PT,0,0,0,0,0,0,0,0,0,0
LNZ,27.12,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.6,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7,TLW,ES,0,0,0,0,0,0,0,0,0,1
LNZ,27.8,TLW,ES,0.27,0,1,12,3,1,13,4,132,20
LNZ,27.9,TLW,ES,0.19,0,0,1,0,1,0,0,2,0
LNZ,27,TLW,ES,0.46,0,1,14,3,1,13,4,134,20
LNZ,27.12_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.6.a,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.6.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.6.b_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.c,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.c_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.h,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.j,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.j_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.k,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.k_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
LNZ,27.8.a,TLW,ES,0,0,0,0,0,0,0,1,59,10
LNZ,27.8.b,TLW,ES,0,0,0,0,0,0,0,0,0,1
LNZ,27.8.c,TLW,ES,0.27,0,1,12,3,1,13,3,52,5
LNZ,27.8.d,TLW,ES,0,0,0,0,0,0,0,0,21,3
LNZ,27.8.d_NK,TLW,ES,0,0,0,0,0,0,0,0,21,3
LNZ,27.9.a,TLW,ES,0.19,0,0,1,0,1,0,0,2,0
LNZ,27.7,TLW,FR,8.11,0,0,0,0,0,0,0,0,0
LNZ,27.8,TLW,FR,1.83,0,0,0,0,0,0,0,0,0
LNZ,27,TLW,FR,10,0,0,0,0,0,0,0,0,0
LNZ,27.6,TLW,FR,0.06,0,0,0,0,0,0,0,0,0
LNZ,27.6.a,TLW,FR,0.06,0,0,0,0,0,0,0,0,0
LNZ,27.7.b,TLW,FR,0.04,0,0,0,0,0,0,0,0,0
LNZ,27.7.c,TLW,FR,0.55,0,0,0,0,0,0,0,0,0
LNZ,27.7.c_NK,TLW,FR,0.55,0,0,0,0,0,0,0,0,0
LNZ,27.7.e,TLW,FR,0.01,0,0,0,0,0,0,0,0,0
LNZ,27.7.g,TLW,FR,0.01,0,0,0,0,0,0,0,0,0
LNZ,27.7.h,TLW,FR,1.32,0,0,0,0,0,0,0,0,0
LNZ,27.7.j,TLW,FR,6.12,0,0,0,0,0,0,0,0,0
LNZ,27.7.j_NK,TLW,FR,6.12,0,0,0,0,0,0,0,0,0
LNZ,27.7.k,TLW,FR,0.06,0,0,0,0,0,0,0,0,0
LNZ,27.7.k_NK,TLW,FR,0.06,0,0,0,0,0,0,0,0,0
LNZ,27.8.a,TLW,FR,1.47,0,0,0,0,0,0,0,0,0
LNZ,27.8.c,TLW,FR,0,0,0,0,0,0,0,0,0,0
LNZ,27.8.d,TLW,FR,0.36,0,0,0,0,0,0,0,0,0
LNZ,27.8.d_NK,TLW,FR,0.36,0,0,0,0,0,0,0,0,0
LNZ,27.6,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.6.a,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.6.b,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.6.b_NK,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.a,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.c,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.c_NK,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.e,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.f,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.g,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.h,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.j,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.j_NK,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.k,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.7.k_NK,TLW,IE,0,0,0,0,0,0,0,0,0,0
LNZ,27.9,TLW,PT,0,0,0,0,0,0,0,0,0,0
LNZ,27,TLW,PT,0,0,0,0,0,0,0,0,0,4
LNZ,27.1,TLW,PT,0,0,0,0,0,0,0,0,0,4
LNZ,27.10.a,TLW,PT,0,0,0,0,0,0,0,0,0,0
LNZ,27.10.a_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LNZ,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,0,4
LNZ,27.9.a,TLW,PT,0,0,0,0,0,0,0,0,0,0
LNZ,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
LOQ,27.9,TLW,ES,0.13,0,0,0,0,0,0,0,0,0
LOQ,27,TLW,ES,0.13,0,0,0,0,0,0,0,0,0
LOQ,27.9.a,TLW,ES,0.13,0,0,0,0,0,0,0,0,0
LOQ,27.6,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.7,TLW,FR,0,1,0,0,6,10,0,0,1,4
LOQ,27.8,TLW,FR,11.56,6,6,10,23,21,39,24,51,62
LOQ,27,TLW,FR,11.56,7,7,10,29,31,39,24,51,66
LOQ,27.6.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.7.d,TLW,FR,0,1,0,0,0,2,0,0,0,0
LOQ,27.7.e,TLW,FR,0,0,0,0,6,9,0,0,0,3
LOQ,27.7.f,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.7.h,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.7.j,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.7.j_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.8.a,TLW,FR,11.06,6,6,9,22,20,39,23,49,61
LOQ,27.8.b,TLW,FR,0.5,0,0,0,1,1,1,1,2,1
LOQ,27.8.c,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.8.d,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.8.d_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.8_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
LOQ,27.4,TLW,GB,0.05,0,0,0,0,0,0,1,3,0
LOQ,27.6,TLW,GB,0.87,1,0,1,1,1,2,1,1,0
LOQ,27.7,TLW,GB,0,0,0,0,0,0,0,0,0,0
LOQ,27,TLW,GB,0.93,1,1,1,1,1,2,2,4,0
LOQ,27.4.a,TLW,GB,0.01,0,0,0,0,0,0,1,3,0
LOQ,27.4.b,TLW,GB,0.05,0,0,0,0,0,0,0,0,0
LOQ,27.6.a,TLW,GB,0.87,1,0,1,1,1,2,1,1,0
LOQ,27.6.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
LOQ,27.6.b_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
LOQ,27.7.a,TLW,GB,0,0,0,0,0,0,0,0,0,0
LOQ,27.2,TLW,NO,0,0,0,0,0,0,0,0,0,0
LOQ,27,TLW,NO,0,0,0,0,0,0,0,0,0,0
LOQ,27.2.a,TLW,NO,0,0,0,0,0,0,0,0,0,0
LOQ,27.2.a.2,TLW,NO,0,0,0,0,0,0,0,0,0,0
LOQ,27.3,TLW,SE,0.08,0,0,0,0,0,0,0,0,0
LOQ,27,TLW,SE,0.08,0,0,0,0,0,0,0,0,0
LOQ,27.3.a,TLW,SE,0.08,0,0,0,0,0,0,0,0,0
LOS,27.7,TLW,ES,0,0,0,0,0,0,0,0,8,0
LOS,27.8,TLW,ES,0.05,0,0,1,2,1,2,2,1,2
LOS,27.9,TLW,ES,0,0,0,0,1,0,0,0,0,0
LOS,27,TLW,ES,0.05,0,0,1,3,2,2,2,10,2
LOS,27.7.j,TLW,ES,0,0,0,0,0,0,0,0,8,0
LOS,27.7.j_NK,TLW,ES,0,0,0,0,0,0,0,0,8,0
LOS,27.8.c,TLW,ES,0.05,0,0,1,2,1,2,2,1,2
LOS,27.9.a,TLW,ES,0,0,0,0,1,0,0,0,0,0
LOX,27.6,TLW,ES,0,0,0,0,0,0,0,0,0,3
LOX,27.8,TLW,ES,0.02,0,0,0,0,1,1,1,1,0
LOX,27.9,TLW,ES,0.87,0,0,4,8,28,61,52,75,98
